"createdAt","body"
"2022-11-02 21:22:00.671896+00","Just a heads up that this endpoint could fail since the `createExchangeRate` function could throw an error.  The database operations will be reverted since they are running inside an interactive transaction, and the API will respond with a 500 error."
"2022-11-02 17:53:30.400325+00","I want this function `buildImplantPartsCaseNotes()` to be be called by `buildImplantProduct()`, so that it preserves the hierarchical flow: build order => build details based on sku => build details based on item unit."
"2022-11-02 18:01:21.511374+00","`NaN` is a falsey value, so it would fall back to the default value."
"2022-11-02 18:11:50.077225+00","Nice catch."
"2022-11-02 18:12:37.244617+00","Any thoughts on the new implementation @trevorImmunefi?  ``` Number.parseInt(process.env.WHITEHAT_LEADERBOARD_RESULTS_PER_PAGE ?? """", 10) || 20; ```"
"2022-11-02 18:13:07.171149+00","e20636e"
"2022-11-02 19:18:42.573398+00","I see. Since we want to get the last index of something, and `findLast` doesn't seem to be available in the version of Node that we're using, I went with `reverse()` followed by `find` to get the last, presumably most recently selected material thickness value."
"2022-11-02 19:21:20.195551+00","what does 2618 means? "
"2022-11-02 18:14:12.636132+00","**[sqlfluff-fix]** <sub>reported by [reviewdog](https://github.com/reviewdog/reviewdog) :dog:</sub><br> ```suggestion             TIMESTAMPDIFF(SECONDS, created_at, last_done_at) >= 10             AND message_count__in > 0             AND message_count__out = 0             AND first_message__channel = 'chat'             AND NOT participants__is_bpo ``` "
"2022-11-02 18:18:12.474097+00","12c764e"
"2022-11-02 18:20:45.336565+00","Ok got it, I will take a look at the logic when I review it again. I'm not sure if it makes sense to add a new type yet or not without looking in detail, but if it is going to be used in multiple places (i.e. the controller and the model), it probably makes sense to do so for better maintainability. As for adding a flag to determine the difference it possible makes sense.  Also, in the meantime, I still see a number of code formatting issues while quickly skimming through the code. Keep in mind, it is better to break lines of codes at opening/closing brackets so it makes more sense. For example:  The tabbing and line break make it potentially difficult to quickly understand that the method return type is defined as the Promise object and the opening bracket below is opening the method definition. ```ts loadAllMeasurementsData(): Promise<{     allMeasurements: MetricsModel.PhysicalMeasurements,     dataTypeStats: Array<APIListMetricsDataTypeStats>,     metrics: Array<APIMetricsListMetricData>,     stationStats: Array<APIListMetricsStationStats>,     totalMetrics: number,     topIssues: Array<APIMetricsListTopIssue>, }> { ```  Simply by moving the `Promise` to the same line, it is much easier to quickly understand, I have a method that returns a Promise. The Promise-ed return consists of an object of some fields, and here is the method definition. ```ts loadAllMeasurementsData(): Promise<{     allMeasurements: MetricsModel.PhysicalMeasurements,     dataTypeStats: Array<APIListMetricsDataTypeStats>,     metrics: Array<APIMetricsListMetricData>,     stationStats: Array<APIListMetricsStationStats>,     totalMetrics: number,     topIssues: Array<APIMetricsListTopIssue>, }> { ``` "
"2022-11-02 22:05:05.525057+00","Yeah, I was skeptical of that so I'm going to just change it [here](https://github.com/sourcegraph/sourcegraph/pull/43816/commits/35886151abd447c1b21181b0da45e782f7c92c58)"
"2022-11-02 18:26:40.201956+00","```suggestion 			// Rewrite error if it was a local git error (non-fatal) ```"
"2022-11-02 18:29:02.862674+00","I believe you are checking on a specific commit, sorry about that but we kind of messed up with the commit history, the latest version of this function looks like this:  ![image](https://user-images.githubusercontent.com/104782144/199572300-a4f6968d-eecb-4d4a-ba04-57a46b0b7b2d.png) "
"2022-11-02 18:34:17.207331+00","deps sir"
"2022-11-02 18:35:08.563284+00","F"
"2022-11-02 18:36:41.429653+00","fixed"
"2022-11-02 18:39:38.000081+00","we had bug that in order to submit you had to press the button twice. this was due the fact that when an input from orthly/QuickForm was focused, onBlur it was preventing other events to trigger. onMouseUp got triggered before onBlur from input and fixes the issue"
"2022-11-02 18:43:04.130223+00","so any empty string observed in some measurements is potentially a bug then. Here is a screenshot of an example from a manual measurements data. ![35F33E23-C55A-465A-A7C8-7EB5CE2725E0_4_5005_c](https://user-images.githubusercontent.com/8023972/199552004-7c5e34d2-09e7-45f7-a95e-33e6e4ce1b46.jpeg) "
"2022-11-02 22:23:16.589159+00","@coury-clark is there any reason why we mark this as a Maybe type?   I mean why is this not like  ```graphql incompleteDatapoints: [IncompleteDatapointAlert!]! ```"
"2022-11-02 18:51:37.37528+00","It was a bit hard for me to read the inline parametrized type. To improve readability, I suggest extracting into a named type the parametrized type on `axios.get<T>()`.  ```ts type TokenMarketChartRange = {     prices: [number, number][];     market_caps: [number, number][];     total_volumes: [number, number][]; };  // ...  const response = await client.get<TokenMarketChartRange>(`/coins/${coingeckoId}/market_chart/range`, {     params: {         vs_currency: ""USD"",         from: fromUnixTimestamp,         to: toUnixTimestamp,     }, });  ```"
"2022-11-02 18:51:47.85157+00","Sorry, I mean specifically changing the `updatedField as MomentInput` to `updatedField!`  I know the lint rules don't block the type cast, but the level of risk of a type cast is greater than of a non-null assertion, and I think it better communicates your intent here. You're really trying to go from `MomentInput | null` to `MomentInput`."
"2022-11-02 18:52:40.328046+00","🤦🏻‍♀️  Good catch, thanks! Fixed it [d9d2c33](https://github.com/sourcegraph/sourcegraph/pull/43766/commits/d9d2c33f5911fbc8a5c29837882db4ca99d09ad6)"
"2022-11-02 18:55:51.579788+00","0298cf9 makes it so that `getOptionsFor` is still a function, instead of a map, but it does use `AllItemMetafields.find(f => f.id === field_id)`, now, as you suggested."
"2022-11-02 18:56:24.870859+00","There might be a chance that `await getCoinPrice({ coingeckoId, from, to });` raises an error. i.e. a network error.  If that happens, it seems that we are prepared to handle errors raised from the `getCoinPriceAt`, since we are explicitly throwing an error when the attempts are exhausted.  This is not a change request, but I just wanted to point out that additional errors might be thrown on this function.  "
"2022-11-02 19:01:48.766257+00","why are these so indented 💀 "
"2022-11-02 22:29:24.530742+00","**[sqlfluff-fix]** <sub>reported by [reviewdog](https://github.com/reviewdog/reviewdog) :dog:</sub><br> ```suggestion     FROM is_refab_flag WHERE is_refab = FALSE ``` "
"2022-11-02 19:06:13.931939+00","I believe 94c62ec does this."
"2022-11-02 19:06:22.27883+00","rage"
"2022-11-02 19:06:57.147552+00","wait thought you were talking about sqlfluff"
"2022-11-02 19:07:11.336998+00","they're indented bc it looks better that way :("
"2022-11-02 23:12:44.907447+00","Just adding `lang:go` explicitly to these existing test so we can isolate the diagnostics being tested."
"2022-11-02 19:08:52.865973+00","I suggest not making this error name dynamic, because Sentry won't be able to stack them. This might cause them to pass unnoticed.  My suggestion would be to pick a fixed error name:  ```ts throw new Error(""Unable to get coin price from CoinGecko""); ```  Or even better, create a custom error  ```ts class CoinGeckoUnableToGetCoinPriceError extends Error {     readonly coingeckoId: string;     readonly at: Date;      constructor({ coingeckoId, at }: { coingeckoId: string; at: Date }) {         super(""Unable to get coin price from CoinGecko"");          this.coingeckoId = coingeckoId;         this.at = at;     } } ```  We could send the custom error properties to Sentry as metadata with [`errorLogger`](https://github.com/immunefi-team/bugs/blob/WHL-limit-results/lib/errorLogger.ts)."
"2022-11-02 19:09:48.997739+00","**[sqlfluff-fix]** <sub>reported by [reviewdog](https://github.com/reviewdog/reviewdog) :dog:</sub><br> ```suggestion         , BOOLOR_AGG(COALESCE(message_details__is_dialpad_missed_call, FALSE)) AS has_dialpad_missed_call         , ARRAY_AGG(             message_details__dialpad_time_to_connect_in_seconds         ) WITHIN GROUP (ORDER BY message_created_at ASC, message_details__direction = 'in' DESC)[0]::numeric         AS dialpad_time_to_connect_in_seconds         , ARRAY_AGG(             message_details__call_duration_minutes         ) WITHIN GROUP (ORDER BY message_created_at ASC, message_details__direction = 'out' DESC)[0]::numeric         AS call_duration_minutes ``` "
"2022-11-02 19:39:41.982864+00","`--` wouldn't be special cased if there were no allowed arguments for a command."
"2022-11-02 19:09:51.865494+00","**[sqlfluff-fix]** <sub>reported by [reviewdog](https://github.com/reviewdog/reviewdog) :dog:</sub><br> ```suggestion         , is_conversation_created_during_biz_hrs AND (             (has_dialpad_missed_call AND COALESCE(call_duration_minutes, 0)) <= 0.1667 OR (                 TIMESTAMPDIFF(SECONDS, created_at, last_done_at) >= 10                 AND message_count__in > 0                 AND message_count__out = 0                 AND NOT participants__is_bpo                 AND first_message__channel = 'chat'             ) ``` "
"2022-11-02 19:11:25.390535+00","."
"2022-11-02 19:11:29.158238+00","."
"2022-11-02 19:18:46.122844+00","74b8b7e"
"2022-11-02 19:24:54.484125+00","Nitpick: Extra line?"
"2022-11-02 19:28:28.010044+00","This is a fixed amount of gas that is required so that multisig+native currency transfer can work. See https://help.gnosis-safe.io/en/articles/5249851-why-can-t-i-transfer-eth-from-a-contract-into-a-safe"
"2022-11-02 19:28:36.723214+00","**Are we planning to store different types of exchange rates?** I'm asking this because the `Simple` prefix on this table took my attention.  If not, maybe it's worth renaming the table name to `ExchangeRate` or `TokenExchangeRate`?"
"2022-11-02 19:36:15.374283+00","- Is a `PaymentReceiptToken` instance valid without a `SimpleExchangeRate`? - Do we have plans to associate the `SimpleExchangeRate` to other tables?  If both answers are no, maybe we would like to reconsider the schema, storing the `SimpleExchangeRate` data in the `SimpleExchangeRate` table.  "
"2022-11-02 19:38:29.644232+00","**[sqlfluff-fix]** <sub>reported by [reviewdog](https://github.com/reviewdog/reviewdog) :dog:</sub><br> ```suggestion         , is_conversation_created_during_biz_hrs AND (             (has_dialpad_missed_call AND COALESCE(call_duration_minutes, 0) <= 0.1667) OR (                 TIMESTAMPDIFF(SECONDS, created_at, last_done_at) >= 10                 AND message_count__in > 0                 AND message_count__out = 0                 AND NOT participants__is_bpo                 AND first_message__channel = 'chat'             ) ``` "
"2022-11-02 19:40:47.126516+00","Just a heads up that this migration will fail if the `PaymentReceiptToken` table is not empty."
"2022-11-03 12:01:27.067201+00","It's unused?"
"2022-11-02 20:01:42.130762+00","I suggest not making this error name dynamic, because Sentry won't be able to stack them. This might cause them to pass unnoticed.  My suggestion would be to pick a fixed error name or even better, create a custom error.  If you choose to create a custom error, it makes it easier to send metadata to Sentry with [`errorLogger`](https://github.com/immunefi-team/bugs/blob/WHL-limit-results/lib/errorLogger.ts).  "
"2022-11-02 20:06:56.622488+00","**[sqlfluff-fix]** <sub>reported by [reviewdog](https://github.com/reviewdog/reviewdog) :dog:</sub><br> ```suggestion         , IFF(             account_history_account_id IS NULL , 1 , ROW_NUMBER() OVER ( PARTITION BY account_history_account_id ORDER BY account_history.created_at)         ) AS assignment_number         , LEAD(             account_history.created_at, 1         ) OVER ( PARTITION BY account_history_account_id ORDER BY account_history.created_at) AS next_pod_change_date ``` "
